start_sum,average_st,end_sum_1,GWBH,QXMC,Count_sport,Count_health,Count_entertainment,Count_life services,Count_business housing,Count_car,Count_tourist attrctions,Count_science_education_culture,Count_hotel,Count_financial,Count_transpoitation,Count_shopping,Count_company,Count_restaurant,Ar_uv,Ar_all,Count_bus,Count_subway,road_Le_1,road_Le_2,road_Le_3,road_Le_4,sum_road,Sum_grid_c,ave_price
0,0,0,196154,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.30382335,0
0,0,0,196155,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,15.81571516,0
0,0,0,196156,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000021947,0,0,0,0,0,0,0,25.71505141,0
0,0,0,196157,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,49.13533551,0
0,0,0,196158,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,78.14250708,0
0,0,0,196159,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,84.37632549,0
0,0,0,196160,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,74.07313609,0
0,0,0,196161,Longgang,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,9.110000134,0
0,0,0,196844,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,196845,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,196846,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,1,0,0,0,0,0,54.65002251,0
0,0,0,196847,Baoan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,441.9749622,0
0,0,0,196857,Baoan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,517.8343816,0
0,0,0,196863,Baoan,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2.19E-05,0,0,0,0,0,0,0,701.8392458,0
0,0,0,196865,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,172.6326118,0
0,0,0,196867,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,76.16815305,0
0,0,0,196875,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,239.8572373,0
0,0,0,196877,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000021929,0,0,0,0,0,0,0,219.822212,0
0,0,0,196878,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,228.2156601,0
0,0,0,196879,Baoan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,188.2093239,0
0,0,0,196881,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,159.5620756,0
0,0,0,196882,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,213.7329526,0
0,0,0,196884,Longhua,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,480.2033176,0
0,0,0,196885,Longhua,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,905.7992268,0
0,0,0,196886,Longhua,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2.07E-09,2.19E-05,0,0,0,0,0,0,0,1414.671396,0
0,0,0,196915,Longgang,0,0,0,9,4,12,0,4,0,3,13,17,53,10,3.00E-10,2.19E-05,1,0,0,0,0,0,0,760.1326447,0
0,0,0,196922,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,816.2041187,0
0,0,0,196940,Longgang,0,0,0,2,1,0,0,0,0,0,0,7,18,5,0,2.19E-05,0,0,0,0,0,0,0,304.7900391,0
0,0,0,196941,Longgang,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,2.19E-05,0,0,0,0,0,0,0,149.2723889,0
0,0,0,196942,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,205.180985,0
0,0,0,196943,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,395.5953569,0
0,0,0,196944,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1199.433371,0
0,0,0,196946,Pingshan,0,0,0,2,0,3,0,0,0,2,0,6,19,2,0,2.19E-05,0,0,0,0,0,0,0,1266.496758,0
0,0,0,196950,Pingshan,0,1,1,2,1,2,0,1,0,1,0,6,7,5,0,2.19E-05,0,0,0,0,0,0,0,816.0748625,0
0,0,0,196951,Pingshan,0,0,0,1,4,1,0,0,0,0,1,7,24,7,0,2.19E-05,0,0,0,0,0,0,0,438.5347805,0
0,0,0,196954,Pingshan,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,2.19E-05,1,0,0,0,0,0,0,421.0235362,0
0,0,0,196957,Pingshan,2,0,0,0,2,0,0,0,0,1,1,1,5,2,0,2.19E-05,0,0,0,0,0,0,0,410.7923841,0
0,0,0,196960,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,217.3598948,0
0,0,0,196961,Pingshan,0,1,0,2,1,2,1,0,0,0,1,0,2,0,0,2.19E-05,0,0,0,0,0,0,0,262.4298053,0
0,0,0,196964,Pingshan,0,0,0,0,1,0,0,0,0,0,3,2,8,1,0,2.19E-05,0,0,0,0,0,0,0,792.4878616,0
0,0,0,196965,Pingshan,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2.19E-05,0,0,0,0,0,0,0,436.9575882,0
0,0,0,196966,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,94.24431467,0
0,0,0,196968,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,109.8491268,0
0,0,0,196970,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,101.6261456,0
0,0,0,196971,Pingshan,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2.19E-05,0,0,0,0,0,0,0,159.1565392,0
0,0,0,196972,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,119.017092,0
0,0,0,196973,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,92.46957338,0
0,0,0,196975,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,35.013987,0
0,0,0,196976,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,23.2980715,0
0,0,0,196979,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,18.61105144,0
0,0,0,196980,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.65479928,0
0,0,0,196981,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,12.65099907,0
0,0,0,196982,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.79490376,0
0,0,0,196983,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,15.26336911,0
0,0,0,196984,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,18.27370945,0
0,0,0,196985,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,18.59686312,0
0,0,0,196987,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,17.88897714,0
0,0,0,196988,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,16.64322406,0
0,0,0,196989,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,22.3077057,0
0,0,0,196990,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,27.54967064,0
0,0,0,196991,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,39.53538555,0
0,0,0,196993,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,84.89973211,0
0,0,0,197675,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,197676,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,197677,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,70.01794052,0
0,0,0,197678,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,159.7226353,0
0,0,0,197688,Baoan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,526.3043156,0
0,0,0,197689,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,464.9528675,0
0,0,0,197695,Baoan,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2.19E-05,0,0,0,0,0,0,0,810.2413025,0
0,0,0,197696,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,374.5343776,0
0,0,0,197700,Baoan,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2.19E-05,0,0,0,0,0,0,0,127.0678151,0
0,0,0,197706,Baoan,0,0,0,8,16,14,0,1,1,0,5,23,65,13,3.25E-07,2.19E-05,0,0,0,0,0,0,0,636.6329155,0
0,0,0,197707,Baoan,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2.19E-05,0,0,0,0,0,0,0,403.060401,0
0,0,0,197708,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,216.8036795,0
0,0,0,197709,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,253.1411042,0
0,0,0,197710,Baoan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,210.1387377,0
0,0,0,197711,Baoan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.19E-05,0,0,0,0,0,0,0,115.2728739,0
0,0,0,197712,Baoan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,172.1939812,0
0,0,0,197713,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,205.9299569,0
0,0,0,197714,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,324.7526174,0
0,0,0,197715,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,447.4527435,0
0,0,0,197716,Longhua,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,830.8118601,0
0,0,0,197717,Longhua,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1279.13023,0
0,0,0,197739,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,554.9682035,0
0,0,0,197740,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,856.7688341,0
0,0,0,197742,Longgang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1695.099068,0
0,0,0,197753,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,781.6853848,0
0,0,0,197758,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,469.9479027,0
0,0,0,197773,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,178.5725904,0
0,0,0,197774,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,169.3326931,0
0,0,0,197775,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,330.3372412,0
0,0,0,197777,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1204.944729,0
0,0,0,197785,Pingshan,0,7,0,18,7,4,1,9,0,0,4,58,23,34,0,2.19E-05,1,0,0,0,0,0,0,931.3624811,0
0,0,0,197790,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2.19E-05,0,0,0,0,0,0,0,616.2503777,0
0,0,0,197792,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,511.5857782,0
0,0,0,197795,Pingshan,0,1,0,1,0,2,0,0,0,0,4,2,4,8,0,2.19E-05,1,0,0,0,0,0,0,597.1359615,0
0,0,0,197796,Pingshan,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2.19E-05,0,0,0,0,0,0,0,492.1907687,0
0,0,0,197797,Pingshan,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,304.7257094,0
0,0,0,197798,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,182.2955093,0
0,0,0,197799,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,198.6525986,0
0,0,0,197801,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,156.3976943,0
0,0,0,197803,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,104.5899469,0
0,0,0,197804,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,74.69015276,0
0,0,0,197805,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,53.25292659,0
0,0,0,197806,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,41.51127577,0
0,0,0,197807,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,26.00589222,0
0,0,0,197808,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,27.17323339,0
0,0,0,197813,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,15.10093668,0
0,0,0,197814,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,16.40647388,0
0,0,0,197820,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.34607324,0
0,0,0,197821,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,17.49841842,0
0,0,0,197822,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,20.12907046,0
0,0,0,197823,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,28.68721801,0
0,0,0,197824,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,41.08481526,0
0,0,0,198507,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,198508,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,22.86096001,0
0,0,0,198509,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,563.127389,0
0,0,0,198510,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,958.0851498,0
0,0,0,198519,Baoan,0,0,0,2,0,0,0,0,0,0,1,0,6,2,0,2.19E-05,0,0,0,0,0,0,0,606.3252487,0
0,0,0,198520,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,294.3897114,0
0,0,0,198521,Baoan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,313.2661228,0
0,0,0,198527,Baoan,1,0,0,0,2,2,0,0,0,0,1,14,15,1,0,2.19E-05,0,0,0,0,0,0,0,391.6159511,0
0,0,0,198531,Baoan,1,1,0,4,4,2,0,1,0,1,3,8,27,26,0,2.19E-05,0,0,0,0,0,0,0,297.6873398,0
0,0,0,198539,Baoan,0,0,0,1,4,1,1,0,0,0,7,8,36,2,3.65E-07,2.19E-05,0,0,0,0,0,0,0,497.4659734,0
0,0,0,198540,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,479.4696617,0
0,0,0,198543,Baoan,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,2.19E-05,0,0,0,0,0,0,0,307.6587486,0
0,0,0,198544,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,193.4687104,0
0,0,0,198546,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,344.9876552,0
0,0,0,198547,Longhua,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,705.0471897,0
0,0,0,198548,Longhua,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,928.8018208,0
0,0,0,198570,Longhua,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,682.2450833,0
0,0,0,198571,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,500.1754918,0
0,0,0,198572,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,401.1283016,0
0,0,0,198573,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,464.4640646,0
0,0,0,198575,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-05,2.19E-05,1,0,0,0,0,0,0,1435.559696,0
0,0,0,198591,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,326.7776909,0
0,0,0,198605,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,146.8687825,0
0,0,0,198606,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,110.8063765,0
0,0,0,198607,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,184.9699156,0
0,0,0,198608,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,492.0149918,0
0,0,0,198609,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,626.7800279,0
0,0,0,198610,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,1974.598383,0
0,0,0,198623,Pingshan,3,2,0,2,3,3,2,3,0,0,6,4,4,1,0,2.19E-05,0,0,0,0,0,0,0,422.7356262,0
0,0,0,198630,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,323.9797421,0
0,0,0,198634,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,177.5530241,0
0,0,0,198635,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,83.8485713,0
0,0,0,198636,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,50.16127908,0
0,0,0,198637,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,40.47650981,0
0,0,0,198638,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,36.98187959,0
0,0,0,198639,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,38.10216987,0
0,0,0,198640,Pingshan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,36.03837514,0
0,0,0,210983,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,55.62869263,0
0,0,0,211007,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,761.6497822,0
0,0,0,211025,Guangming,1,0,0,0,0,0,1,1,0,0,4,0,4,0,0,2.19E-05,0,0,0,0,0,0,0,141.9145546,0
0,0,0,211027,Guangming,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,2.19E-05,1,0,0,0,0,0,0,306.2071283,0
0,0,0,211029,Guangming,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,2,0,0,0,0,0,0,1830.894417,0
0,0,0,211815,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,38.99643707,0
0,0,0,211816,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,620.4687691,0
0,0,0,199339,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2.19E-05,0,0,0,0,0,0,0,278.1756554,0
0,0,0,199340,Baoan,0,0,0,0,0,0,0,1,0,0,0,5,11,0,0,2.19E-05,0,0,0,0,0,0,0,563.8769588,0
0,0,0,199351,Baoan,0,0,0,4,1,2,0,0,1,1,0,5,17,0,0,2.19E-05,0,0,0,0,0,0,0,861.3306179,0
0,0,0,199352,Baoan,0,0,0,1,0,0,0,0,0,0,2,2,10,0,0,2.19E-05,0,0,0,0,0,0,0,739.3640652,0
0,0,0,199354,Baoan,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,605.2477121,0
0,0,0,199356,Baoan,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.42E-06,2.19E-05,1,0,0,0,0,0,0,1248.381516,0
0,0,0,199375,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,461.0104718,0
0,0,0,199376,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,250.406044,0
0,0,0,199377,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,225.0521016,0
0,0,0,199378,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,925.9647193,0
0,0,0,199379,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19E-08,2.19E-05,0,0,0,0,0,0,0,1866.297731,0
0,0,0,199380,Longhua,0,0,0,0,3,0,0,1,0,0,0,2,3,1,0,2.19E-05,0,0,0,0,0,0,0,2024.80039,0
0,0,0,199401,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,333.69455,0
0,0,0,199403,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,228.6983824,0
0,0,0,199404,Longhua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,284.3049898,0
0,0,0,199405,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,463.238122,0
0,0,0,199406,Longgang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1127.029192,0
0,0,0,199423,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,72.44714212,0
0,0,0,199425,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,802.6819439,0
0,0,0,199436,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,242.0062163,0
0,0,0,199437,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,165.2388945,0
0,0,0,199439,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,189.4476876,0
0,0,0,199440,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,368.0336823,0
0,0,0,199441,Pingshan,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0.000021943,0,0,0,0,0,0,0,506.8679438,0
0,0,0,199443,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,914.0283031,0
0,0,0,199465,Pingshan,0,0,0,4,1,2,0,0,2,0,1,6,9,7,0,2.19E-05,0,0,0,0,0,0,0,893.8550177,0
0,0,0,199466,Pingshan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,421.4647851,0
0,0,0,199467,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,200.1109583,0
0,0,0,199468,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,81.62742901,0
0,0,0,199469,Pingshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,69.20945978,0
